user_id,action,action_start,answer
08ded63d-aa38-4d2c-9055-9c4aafc734e2,vehicle_type,2025-04-27 23:44:02.419794,Car
7fc7309c-ca25-4299-a719-2d1d4cca5314,postal_code,2025-04-27 23:43:54.419794,66351
7fc7309c-ca25-4299-a719-2d1d4cca5314,vehicle_type,2025-04-27 23:44:03.419794,Motorcycle
7fc7309c-ca25-4299-a719-2d1d4cca5314,make,2025-04-27 23:44:13.419794,Trek
7fc7309c-ca25-4299-a719-2d1d4cca5314,year,2025-04-27 23:44:19.419794,1998
7fc7309c-ca25-4299-a719-2d1d4cca5314,mileage,2025-04-27 23:44:25.419794,153775
7fc7309c-ca25-4299-a719-2d1d4cca5314,motorcycle_style,2025-04-27 23:44:33.419794,Touring
7fc7309c-ca25-4299-a719-2d1d4cca5314,repairs_accidents,2025-04-27 23:44:41.419794,Yes
7fc7309c-ca25-4299-a719-2d1d4cca5314,motorcycle_power,2025-04-27 23:44:51.419794,Gas
7fc7309c-ca25-4299-a719-2d1d4cca5314,condition,2025-04-27 23:45:01.419794,Good
7fc7309c-ca25-4299-a719-2d1d4cca5314,email,2025-04-27 23:45:08.419794,user6954@example.com
7fc7309c-ca25-4299-a719-2d1d4cca5314,data_posted,2025-04-27 23:45:18.419794,true
83038771-4cf5-4614-af6f-c69e975da017,postal_code,2025-04-27 23:43:54.419794,82052
83038771-4cf5-4614-af6f-c69e975da017,vehicle_type,2025-04-27 23:44:04.419794,Motorcycle
83038771-4cf5-4614-af6f-c69e975da017,make,2025-04-27 23:44:10.419794,Honda
ebb36cca-8a8c-4bc5-9dd3-c5178e9a423d,postal_code,2025-04-27 23:43:54.419794,75494
ebb36cca-8a8c-4bc5-9dd3-c5178e9a423d,vehicle_type,2025-04-27 23:44:03.419794,Motorcycle
ebb36cca-8a8c-4bc5-9dd3-c5178e9a423d,make,2025-04-27 23:44:12.419794,Ford
ebb36cca-8a8c-4bc5-9dd3-c5178e9a423d,year,2025-04-27 23:44:22.419794,2006
fdb80163-2545-4481-8268-1ba594e09086,postal_code,2025-04-27 23:43:54.419794,91171
fdb80163-2545-4481-8268-1ba594e09086,vehicle_type,2025-04-27 23:44:04.419794,Truck
fdb80163-2545-4481-8268-1ba594e09086,make,2025-04-27 23:44:11.419794,Specialized
fdb80163-2545-4481-8268-1ba594e09086,year,2025-04-27 23:44:21.419794,2014
fdb80163-2545-4481-8268-1ba594e09086,mileage,2025-04-27 23:44:30.419794,13010
fdb80163-2545-4481-8268-1ba594e09086,truck_type,2025-04-27 23:44:36.419794,Light-duty
fdb80163-2545-4481-8268-1ba594e09086,truck_usage,2025-04-27 23:44:43.419794,Heavy-duty
fdb80163-2545-4481-8268-1ba594e09086,condition,2025-04-27 23:44:52.419794,Fair
7052241a-448f-4c32-95c5-e0d8bfcb9b07,postal_code,2025-04-27 23:43:54.419794,64110
7052241a-448f-4c32-95c5-e0d8bfcb9b07,vehicle_type,2025-04-27 23:44:04.419794,Motorcycle
7052241a-448f-4c32-95c5-e0d8bfcb9b07,make,2025-04-27 23:44:13.419794,Trek
7052241a-448f-4c32-95c5-e0d8bfcb9b07,year,2025-04-27 23:44:18.419794,2023
7052241a-448f-4c32-95c5-e0d8bfcb9b07,mileage,2025-04-27 23:44:24.419794,2679
7052241a-448f-4c32-95c5-e0d8bfcb9b07,motorcycle_style,2025-04-27 23:44:30.419794,Sport
7052241a-448f-4c32-95c5-e0d8bfcb9b07,repairs_accidents,2025-04-27 23:44:36.419794,Yes
7052241a-448f-4c32-95c5-e0d8bfcb9b07,motorcycle_power,2025-04-27 23:44:45.419794,Electric
7052241a-448f-4c32-95c5-e0d8bfcb9b07,battery_health,2025-04-27 23:44:52.419794,Average
7052241a-448f-4c32-95c5-e0d8bfcb9b07,condition,2025-04-27 23:45:00.419794,Needs repair
90cb149e-ee1b-4afc-b9f6-231d0ae77334,postal_code,2025-04-27 23:43:54.419794,32750
90cb149e-ee1b-4afc-b9f6-231d0ae77334,vehicle_type,2025-04-27 23:44:00.419794,Car
90cb149e-ee1b-4afc-b9f6-231d0ae77334,make,2025-04-27 23:44:07.419794,Harley-Davidson
90cb149e-ee1b-4afc-b9f6-231d0ae77334,year,2025-04-27 23:44:14.419794,2013
90cb149e-ee1b-4afc-b9f6-231d0ae77334,mileage,2025-04-27 23:44:19.419794,172755
90cb149e-ee1b-4afc-b9f6-231d0ae77334,model,2025-04-27 23:44:29.419794,Model X
90cb149e-ee1b-4afc-b9f6-231d0ae77334,fuel_type,2025-04-27 23:44:35.419794,Electric
90cb149e-ee1b-4afc-b9f6-231d0ae77334,battery_health,2025-04-27 23:44:42.419794,Poor
90cb149e-ee1b-4afc-b9f6-231d0ae77334,condition,2025-04-27 23:44:50.419794,Needs repair
c7fa97f4-04b7-4aba-8c24-064e02e49f9f,postal_code,2025-04-27 23:43:54.419794,33864
c7fa97f4-04b7-4aba-8c24-064e02e49f9f,vehicle_type,2025-04-27 23:44:02.419794,Car
c7fa97f4-04b7-4aba-8c24-064e02e49f9f,make,2025-04-27 23:44:10.419794,Trek
c7fa97f4-04b7-4aba-8c24-064e02e49f9f,year,2025-04-27 23:44:17.419794,2001
c7fa97f4-04b7-4aba-8c24-064e02e49f9f,mileage,2025-04-27 23:44:27.419794,17597
c7fa97f4-04b7-4aba-8c24-064e02e49f9f,model,2025-04-27 23:44:34.419794,Model Z
c7fa97f4-04b7-4aba-8c24-064e02e49f9f,fuel_type,2025-04-27 23:44:39.419794,Gas
c7fa97f4-04b7-4aba-8c24-064e02e49f9f,condition,2025-04-27 23:44:44.419794,Needs repair
c7fa97f4-04b7-4aba-8c24-064e02e49f9f,email,2025-04-27 23:44:49.419794,user6871@example.com
c7fa97f4-04b7-4aba-8c24-064e02e49f9f,data_posted,2025-04-27 23:44:54.419794,true
b3e4e2f2-877a-481e-ad21-13390073a1df,postal_code,2025-04-27 23:43:54.419794,17391
b3e4e2f2-877a-481e-ad21-13390073a1df,vehicle_type,2025-04-27 23:44:03.419794,Truck
b3e4e2f2-877a-481e-ad21-13390073a1df,make,2025-04-27 23:44:11.419794,Harley-Davidson
b3e4e2f2-877a-481e-ad21-13390073a1df,year,2025-04-27 23:44:18.419794,1995
b41f208f-4619-4415-8efa-a3680f3befb9,postal_code,2025-04-27 23:43:54.419794,38508
cf28634b-340e-44f4-8a35-4863fffa4b05,postal_code,2025-04-27 23:43:54.419794,79101
cf28634b-340e-44f4-8a35-4863fffa4b05,vehicle_type,2025-04-27 23:44:03.419794,Truck
cf28634b-340e-44f4-8a35-4863fffa4b05,make,2025-04-27 23:44:13.419794,Ford
cf28634b-340e-44f4-8a35-4863fffa4b05,year,2025-04-27 23:44:18.419794,2008
cf28634b-340e-44f4-8a35-4863fffa4b05,mileage,2025-04-27 23:44:23.419794,141192
f22d043d-41f3-4be5-b530-3afbaef3c2b7,postal_code,2025-04-27 23:43:54.419794,69448
f22d043d-41f3-4be5-b530-3afbaef3c2b7,vehicle_type,2025-04-27 23:44:04.419794,Bike
f22d043d-41f3-4be5-b530-3afbaef3c2b7,make,2025-04-27 23:44:12.419794,Specialized
6d024650-40cf-476d-bdd9-37c5c3b9612a,postal_code,2025-04-27 23:43:54.419794,99967
6d024650-40cf-476d-bdd9-37c5c3b9612a,vehicle_type,2025-04-27 23:43:59.419794,Truck
9711a2ac-7ef5-434c-af1e-2c439af38b0e,postal_code,2025-04-27 23:43:54.419794,57310
9711a2ac-7ef5-434c-af1e-2c439af38b0e,vehicle_type,2025-04-27 23:43:59.419794,Car
9711a2ac-7ef5-434c-af1e-2c439af38b0e,make,2025-04-27 23:44:05.419794,BMW
9711a2ac-7ef5-434c-af1e-2c439af38b0e,year,2025-04-27 23:44:15.419794,2023
9711a2ac-7ef5-434c-af1e-2c439af38b0e,mileage,2025-04-27 23:44:24.419794,62662
9711a2ac-7ef5-434c-af1e-2c439af38b0e,model,2025-04-27 23:44:33.419794,Model X
9711a2ac-7ef5-434c-af1e-2c439af38b0e,fuel_type,2025-04-27 23:44:40.419794,Diesel
9711a2ac-7ef5-434c-af1e-2c439af38b0e,condition,2025-04-27 23:44:48.419794,Good
a26c51cf-cd37-4196-84a2-7ac233eada6f,postal_code,2025-04-27 23:43:54.419794,66663
53e2f14a-2a44-4c0c-b8e3-b40d6298f36b,postal_code,2025-04-27 23:43:54.419794,16903
53e2f14a-2a44-4c0c-b8e3-b40d6298f36b,vehicle_type,2025-04-27 23:44:03.419794,Truck
53e2f14a-2a44-4c0c-b8e3-b40d6298f36b,make,2025-04-27 23:44:13.419794,Trek
53e2f14a-2a44-4c0c-b8e3-b40d6298f36b,year,2025-04-27 23:44:21.419794,2012
53e2f14a-2a44-4c0c-b8e3-b40d6298f36b,mileage,2025-04-27 23:44:29.419794,90817
2b26e3cd-9b72-45a5-afdb-8b3a08130714,postal_code,2025-04-27 23:43:54.419794,37800
2b26e3cd-9b72-45a5-afdb-8b3a08130714,vehicle_type,2025-04-27 23:44:03.419794,Bike
2b26e3cd-9b72-45a5-afdb-8b3a08130714,make,2025-04-27 23:44:13.419794,Toyota
2b26e3cd-9b72-45a5-afdb-8b3a08130714,year,2025-04-27 23:44:19.419794,1997
2b26e3cd-9b72-45a5-afdb-8b3a08130714,mileage,2025-04-27 23:44:25.419794,11218
2b26e3cd-9b72-45a5-afdb-8b3a08130714,bike_type,2025-04-27 23:44:31.419794,Hybrid
2b26e3cd-9b72-45a5-afdb-8b3a08130714,bike_repairs,2025-04-27 23:44:36.419794,No
2b26e3cd-9b72-45a5-afdb-8b3a08130714,condition,2025-04-27 23:44:46.419794,Good
2b26e3cd-9b72-45a5-afdb-8b3a08130714,email,2025-04-27 23:44:54.419794,user2822@example.com
2b26e3cd-9b72-45a5-afdb-8b3a08130714,data_posted,2025-04-27 23:44:59.419794,true
21cb7faf-31ed-4828-8eeb-67c7d9894ebe,postal_code,2025-04-27 23:43:54.419794,99216
21cb7faf-31ed-4828-8eeb-67c7d9894ebe,vehicle_type,2025-04-27 23:44:01.419794,Truck
21cb7faf-31ed-4828-8eeb-67c7d9894ebe,make,2025-04-27 23:44:10.419794,Honda
21cb7faf-31ed-4828-8eeb-67c7d9894ebe,year,2025-04-27 23:44:18.419794,2022
21cb7faf-31ed-4828-8eeb-67c7d9894ebe,mileage,2025-04-27 23:44:26.419794,55059
09e9684f-e809-4237-bfd1-af818c27fb8c,postal_code,2025-04-27 23:43:54.419794,24175
09e9684f-e809-4237-bfd1-af818c27fb8c,vehicle_type,2025-04-27 23:43:59.419794,Car
09e9684f-e809-4237-bfd1-af818c27fb8c,make,2025-04-27 23:44:06.419794,Ford
f902efaa-085d-42f9-aa47-450fa44c9ba8,postal_code,2025-04-27 23:43:54.419794,29094
f902efaa-085d-42f9-aa47-450fa44c9ba8,vehicle_type,2025-04-27 23:44:00.419794,Bike
379d900c-7296-45a4-80c6-14fe228860db,postal_code,2025-04-27 23:43:54.419794,94810
379d900c-7296-45a4-80c6-14fe228860db,vehicle_type,2025-04-27 23:44:03.419794,Car
379d900c-7296-45a4-80c6-14fe228860db,make,2025-04-27 23:44:08.419794,Ford
379d900c-7296-45a4-80c6-14fe228860db,year,2025-04-27 23:44:13.419794,1990
379d900c-7296-45a4-80c6-14fe228860db,mileage,2025-04-27 23:44:23.419794,182186
379d900c-7296-45a4-80c6-14fe228860db,model,2025-04-27 23:44:31.419794,Model S
379d900c-7296-45a4-80c6-14fe228860db,fuel_type,2025-04-27 23:44:40.419794,Hybrid
379d900c-7296-45a4-80c6-14fe228860db,battery_health,2025-04-27 23:44:45.419794,Good
379d900c-7296-45a4-80c6-14fe228860db,condition,2025-04-27 23:44:51.419794,Good
67da56c2-90dc-4191-aef8-ea3608930d6d,postal_code,2025-04-27 23:43:54.419794,23643
67da56c2-90dc-4191-aef8-ea3608930d6d,vehicle_type,2025-04-27 23:44:03.419794,Truck
67da56c2-90dc-4191-aef8-ea3608930d6d,make,2025-04-27 23:44:12.419794,Specialized
67da56c2-90dc-4191-aef8-ea3608930d6d,year,2025-04-27 23:44:22.419794,2001
69c89bba-7b65-4ad3-971d-4eb4ba82321e,postal_code,2025-04-27 23:43:54.419794,71948
69c89bba-7b65-4ad3-971d-4eb4ba82321e,vehicle_type,2025-04-27 23:43:59.419794,Bike
69c89bba-7b65-4ad3-971d-4eb4ba82321e,make,2025-04-27 23:44:09.419794,Harley-Davidson
69c89bba-7b65-4ad3-971d-4eb4ba82321e,year,2025-04-27 23:44:18.419794,1990
69c89bba-7b65-4ad3-971d-4eb4ba82321e,mileage,2025-04-27 23:44:24.419794,125969
69c89bba-7b65-4ad3-971d-4eb4ba82321e,bike_type,2025-04-27 23:44:32.419794,Hybrid
69c89bba-7b65-4ad3-971d-4eb4ba82321e,bike_repairs,2025-04-27 23:44:37.419794,No
69c89bba-7b65-4ad3-971d-4eb4ba82321e,condition,2025-04-27 23:44:47.419794,Needs repair
69c89bba-7b65-4ad3-971d-4eb4ba82321e,email,2025-04-27 23:44:55.419794,user8610@example.com
69c89bba-7b65-4ad3-971d-4eb4ba82321e,data_posted,2025-04-27 23:45:05.419794,true
cf0716ff-da59-4fef-8dcd-1b7e2d1c1d73,postal_code,2025-04-27 23:43:54.419794,76746
cf0716ff-da59-4fef-8dcd-1b7e2d1c1d73,vehicle_type,2025-04-27 23:44:01.419794,Motorcycle
cf0716ff-da59-4fef-8dcd-1b7e2d1c1d73,make,2025-04-27 23:44:10.419794,Ford
cf0716ff-da59-4fef-8dcd-1b7e2d1c1d73,year,2025-04-27 23:44:18.419794,1994
cf0716ff-da59-4fef-8dcd-1b7e2d1c1d73,mileage,2025-04-27 23:44:23.419794,198158
cf0716ff-da59-4fef-8dcd-1b7e2d1c1d73,motorcycle_style,2025-04-27 23:44:30.419794,Cruiser
cf0716ff-da59-4fef-8dcd-1b7e2d1c1d73,repairs_accidents,2025-04-27 23:44:39.419794,Yes
cf0716ff-da59-4fef-8dcd-1b7e2d1c1d73,motorcycle_power,2025-04-27 23:44:46.419794,Gas
cf0716ff-da59-4fef-8dcd-1b7e2d1c1d73,condition,2025-04-27 23:44:56.419794,Excellent
cf0716ff-da59-4fef-8dcd-1b7e2d1c1d73,email,2025-04-27 23:45:02.419794,user3342@example.com
cf0716ff-da59-4fef-8dcd-1b7e2d1c1d73,data_posted,2025-04-27 23:45:08.419794,true
47915fdd-2420-4802-b627-2dba9a664907,postal_code,2025-04-27 23:43:54.419794,64228
47915fdd-2420-4802-b627-2dba9a664907,vehicle_type,2025-04-27 23:43:59.419794,Motorcycle
47915fdd-2420-4802-b627-2dba9a664907,make,2025-04-27 23:44:07.419794,Honda
47915fdd-2420-4802-b627-2dba9a664907,year,2025-04-27 23:44:13.419794,2024
47915fdd-2420-4802-b627-2dba9a664907,mileage,2025-04-27 23:44:20.419794,152712
47915fdd-2420-4802-b627-2dba9a664907,motorcycle_style,2025-04-27 23:44:26.419794,Touring
47915fdd-2420-4802-b627-2dba9a664907,repairs_accidents,2025-04-27 23:44:31.419794,No
47915fdd-2420-4802-b627-2dba9a664907,motorcycle_power,2025-04-27 23:44:40.419794,Electric
47915fdd-2420-4802-b627-2dba9a664907,battery_health,2025-04-27 23:44:50.419794,Poor
47915fdd-2420-4802-b627-2dba9a664907,condition,2025-04-27 23:44:57.419794,Excellent
47915fdd-2420-4802-b627-2dba9a664907,email,2025-04-27 23:45:07.419794,user317@example.com
47915fdd-2420-4802-b627-2dba9a664907,data_posted,2025-04-27 23:45:16.419794,true
c8c8c66d-9c4f-4148-874c-afc987cbd425,postal_code,2025-04-27 23:43:54.419794,68230
c8c8c66d-9c4f-4148-874c-afc987cbd425,vehicle_type,2025-04-27 23:44:02.419794,Motorcycle
c8c8c66d-9c4f-4148-874c-afc987cbd425,make,2025-04-27 23:44:09.419794,Specialized
c8c8c66d-9c4f-4148-874c-afc987cbd425,year,2025-04-27 23:44:15.419794,1999
c8c8c66d-9c4f-4148-874c-afc987cbd425,mileage,2025-04-27 23:44:22.419794,24968
c8c8c66d-9c4f-4148-874c-afc987cbd425,motorcycle_style,2025-04-27 23:44:27.419794,Off-road
c8c8c66d-9c4f-4148-874c-afc987cbd425,repairs_accidents,2025-04-27 23:44:33.419794,No
c8c8c66d-9c4f-4148-874c-afc987cbd425,motorcycle_power,2025-04-27 23:44:40.419794,Gas
c8c8c66d-9c4f-4148-874c-afc987cbd425,condition,2025-04-27 23:44:45.419794,Excellent
7387385f-4da8-454b-9051-99c5e2400c27,postal_code,2025-04-27 23:43:54.419794,85544
7387385f-4da8-454b-9051-99c5e2400c27,vehicle_type,2025-04-27 23:44:03.419794,Truck
7387385f-4da8-454b-9051-99c5e2400c27,make,2025-04-27 23:44:11.419794,Toyota
7387385f-4da8-454b-9051-99c5e2400c27,year,2025-04-27 23:44:18.419794,2023
7387385f-4da8-454b-9051-99c5e2400c27,mileage,2025-04-27 23:44:25.419794,178975
7387385f-4da8-454b-9051-99c5e2400c27,truck_type,2025-04-27 23:44:35.419794,Light-duty
2fde753c-4fbe-45b7-81a0-288f5e4de964,postal_code,2025-04-27 23:43:54.419794,35275
2fde753c-4fbe-45b7-81a0-288f5e4de964,vehicle_type,2025-04-27 23:44:02.419794,Truck
2fde753c-4fbe-45b7-81a0-288f5e4de964,make,2025-04-27 23:44:12.419794,Ford
2fde753c-4fbe-45b7-81a0-288f5e4de964,year,2025-04-27 23:44:18.419794,2007
2fde753c-4fbe-45b7-81a0-288f5e4de964,mileage,2025-04-27 23:44:25.419794,140639
2fde753c-4fbe-45b7-81a0-288f5e4de964,truck_type,2025-04-27 23:44:34.419794,Commercial
2fde753c-4fbe-45b7-81a0-288f5e4de964,truck_usage,2025-04-27 23:44:39.419794,Heavy-duty
a1e749b8-2060-4149-9717-4d049e772bf9,postal_code,2025-04-27 23:43:54.419794,12181
a1e749b8-2060-4149-9717-4d049e772bf9,vehicle_type,2025-04-27 23:43:59.419794,Motorcycle
a1e749b8-2060-4149-9717-4d049e772bf9,make,2025-04-27 23:44:04.419794,Toyota
a1e749b8-2060-4149-9717-4d049e772bf9,year,2025-04-27 23:44:09.419794,2012
a1e749b8-2060-4149-9717-4d049e772bf9,mileage,2025-04-27 23:44:17.419794,51254
3e642e31-34f8-41de-bced-12c452c54f8e,postal_code,2025-04-27 23:43:54.419794,94275
3e642e31-34f8-41de-bced-12c452c54f8e,vehicle_type,2025-04-27 23:44:02.419794,Motorcycle
3e642e31-34f8-41de-bced-12c452c54f8e,make,2025-04-27 23:44:08.419794,Specialized
3e642e31-34f8-41de-bced-12c452c54f8e,year,2025-04-27 23:44:15.419794,2007
3e642e31-34f8-41de-bced-12c452c54f8e,mileage,2025-04-27 23:44:23.419794,148504
3e642e31-34f8-41de-bced-12c452c54f8e,motorcycle_style,2025-04-27 23:44:28.419794,Cruiser
3e642e31-34f8-41de-bced-12c452c54f8e,repairs_accidents,2025-04-27 23:44:34.419794,No
3e642e31-34f8-41de-bced-12c452c54f8e,motorcycle_power,2025-04-27 23:44:41.419794,Electric
3e642e31-34f8-41de-bced-12c452c54f8e,battery_health,2025-04-27 23:44:50.419794,Good
75c417be-40eb-4cab-8e5a-d5e0de5f5f5a,postal_code,2025-04-27 23:43:54.419794,39958
75c417be-40eb-4cab-8e5a-d5e0de5f5f5a,vehicle_type,2025-04-27 23:43:59.419794,Truck
75c417be-40eb-4cab-8e5a-d5e0de5f5f5a,make,2025-04-27 23:44:09.419794,Ford
75c417be-40eb-4cab-8e5a-d5e0de5f5f5a,year,2025-04-27 23:44:19.419794,1996
75c417be-40eb-4cab-8e5a-d5e0de5f5f5a,mileage,2025-04-27 23:44:27.419794,132055
75c417be-40eb-4cab-8e5a-d5e0de5f5f5a,truck_type,2025-04-27 23:44:34.419794,Light-duty
75c417be-40eb-4cab-8e5a-d5e0de5f5f5a,truck_usage,2025-04-27 23:44:41.419794,Personal
75c417be-40eb-4cab-8e5a-d5e0de5f5f5a,condition,2025-04-27 23:44:49.419794,Excellent
583b2fc6-c8e2-4f6c-8e3d-5b3383e955c6,postal_code,2025-04-27 23:43:54.419794,23111
583b2fc6-c8e2-4f6c-8e3d-5b3383e955c6,vehicle_type,2025-04-27 23:44:00.419794,Truck
583b2fc6-c8e2-4f6c-8e3d-5b3383e955c6,make,2025-04-27 23:44:07.419794,BMW
583b2fc6-c8e2-4f6c-8e3d-5b3383e955c6,year,2025-04-27 23:44:17.419794,2002
583b2fc6-c8e2-4f6c-8e3d-5b3383e955c6,mileage,2025-04-27 23:44:26.419794,7302
e6151ff1-357b-42b7-9eae-f7f61d676282,postal_code,2025-04-27 23:43:54.419794,67053
e6151ff1-357b-42b7-9eae-f7f61d676282,vehicle_type,2025-04-27 23:44:02.419794,Truck
e6151ff1-357b-42b7-9eae-f7f61d676282,make,2025-04-27 23:44:12.419794,BMW
504503fe-d8c5-4498-9caa-209302ac26b9,postal_code,2025-04-27 23:43:54.419794,98826
504503fe-d8c5-4498-9caa-209302ac26b9,vehicle_type,2025-04-27 23:44:02.419794,Car
504503fe-d8c5-4498-9caa-209302ac26b9,make,2025-04-27 23:44:09.419794,Honda
504503fe-d8c5-4498-9caa-209302ac26b9,year,2025-04-27 23:44:14.419794,2022
504503fe-d8c5-4498-9caa-209302ac26b9,mileage,2025-04-27 23:44:24.419794,75064
d6596e97-27e2-4f06-adb4-393997c71a06,postal_code,2025-04-27 23:43:54.419794,43518
d6596e97-27e2-4f06-adb4-393997c71a06,vehicle_type,2025-04-27 23:44:00.419794,Motorcycle
d6596e97-27e2-4f06-adb4-393997c71a06,make,2025-04-27 23:44:06.419794,Harley-Davidson
d6596e97-27e2-4f06-adb4-393997c71a06,year,2025-04-27 23:44:14.419794,2024
d6596e97-27e2-4f06-adb4-393997c71a06,mileage,2025-04-27 23:44:21.419794,94446
d6596e97-27e2-4f06-adb4-393997c71a06,motorcycle_style,2025-04-27 23:44:30.419794,Cruiser
d6596e97-27e2-4f06-adb4-393997c71a06,repairs_accidents,2025-04-27 23:44:38.419794,Yes
d6596e97-27e2-4f06-adb4-393997c71a06,motorcycle_power,2025-04-27 23:44:46.419794,Gas
13274482-f9c7-42c1-91c8-8ac73c983d36,postal_code,2025-04-27 23:43:54.419794,44994
13274482-f9c7-42c1-91c8-8ac73c983d36,vehicle_type,2025-04-27 23:44:01.419794,Motorcycle
13274482-f9c7-42c1-91c8-8ac73c983d36,make,2025-04-27 23:44:09.419794,Trek
13274482-f9c7-42c1-91c8-8ac73c983d36,year,2025-04-27 23:44:15.419794,2015
b08b706d-9e4f-4832-b6ff-358236b09c6e,postal_code,2025-04-27 23:43:54.419794,93724
c5d28477-04b6-4233-99e7-ab699c172872,postal_code,2025-04-27 23:43:54.419794,21921
c5d28477-04b6-4233-99e7-ab699c172872,vehicle_type,2025-04-27 23:44:02.419794,Motorcycle
c5d28477-04b6-4233-99e7-ab699c172872,make,2025-04-27 23:44:11.419794,Trek
c5d28477-04b6-4233-99e7-ab699c172872,year,2025-04-27 23:44:16.419794,2023
c5d28477-04b6-4233-99e7-ab699c172872,mileage,2025-04-27 23:44:23.419794,5246
c5d28477-04b6-4233-99e7-ab699c172872,motorcycle_style,2025-04-27 23:44:30.419794,Sport
c5d28477-04b6-4233-99e7-ab699c172872,repairs_accidents,2025-04-27 23:44:39.419794,No
c5d28477-04b6-4233-99e7-ab699c172872,motorcycle_power,2025-04-27 23:44:47.419794,Gas
c5d28477-04b6-4233-99e7-ab699c172872,condition,2025-04-27 23:44:53.419794,Fair
7b7879e4-9c4f-4c67-be5f-76ebce70ac31,postal_code,2025-04-27 23:43:54.419794,32591
7b7879e4-9c4f-4c67-be5f-76ebce70ac31,vehicle_type,2025-04-27 23:44:04.419794,Car
7b7879e4-9c4f-4c67-be5f-76ebce70ac31,make,2025-04-27 23:44:10.419794,Honda
7b7879e4-9c4f-4c67-be5f-76ebce70ac31,year,2025-04-27 23:44:20.419794,1993
7b7879e4-9c4f-4c67-be5f-76ebce70ac31,mileage,2025-04-27 23:44:26.419794,83056
46057ffe-b224-4d43-9af1-c51ac9f52a1c,postal_code,2025-04-27 23:43:54.419794,59283
46057ffe-b224-4d43-9af1-c51ac9f52a1c,vehicle_type,2025-04-27 23:44:04.419794,Bike
46057ffe-b224-4d43-9af1-c51ac9f52a1c,make,2025-04-27 23:44:11.419794,Ford
46057ffe-b224-4d43-9af1-c51ac9f52a1c,year,2025-04-27 23:44:19.419794,2002
46057ffe-b224-4d43-9af1-c51ac9f52a1c,mileage,2025-04-27 23:44:28.419794,152647
46057ffe-b224-4d43-9af1-c51ac9f52a1c,bike_type,2025-04-27 23:44:34.419794,Road
46057ffe-b224-4d43-9af1-c51ac9f52a1c,bike_repairs,2025-04-27 23:44:40.419794,No
46057ffe-b224-4d43-9af1-c51ac9f52a1c,condition,2025-04-27 23:44:49.419794,Good
46057ffe-b224-4d43-9af1-c51ac9f52a1c,email,2025-04-27 23:44:54.419794,user1822@example.com
46057ffe-b224-4d43-9af1-c51ac9f52a1c,data_posted,2025-04-27 23:45:04.419794,true
d48c2dd5-b39f-437f-8713-ee384d04aed4,postal_code,2025-04-27 23:43:54.419794,62849
d48c2dd5-b39f-437f-8713-ee384d04aed4,vehicle_type,2025-04-27 23:44:02.419794,Bike
d48c2dd5-b39f-437f-8713-ee384d04aed4,make,2025-04-27 23:44:09.419794,Honda
d48c2dd5-b39f-437f-8713-ee384d04aed4,year,2025-04-27 23:44:15.419794,2022
d48c2dd5-b39f-437f-8713-ee384d04aed4,mileage,2025-04-27 23:44:24.419794,133796
195669e5-2a66-4f8a-bee3-27e2f5098563,postal_code,2025-04-27 23:43:54.419794,42394
195669e5-2a66-4f8a-bee3-27e2f5098563,vehicle_type,2025-04-27 23:43:59.419794,Bike
195669e5-2a66-4f8a-bee3-27e2f5098563,make,2025-04-27 23:44:06.419794,Ford
d40f6363-b2e8-484c-b17c-352479187e7f,postal_code,2025-04-27 23:43:54.419794,23953
d40f6363-b2e8-484c-b17c-352479187e7f,vehicle_type,2025-04-27 23:44:03.419794,Car
d40f6363-b2e8-484c-b17c-352479187e7f,make,2025-04-27 23:44:12.419794,Toyota
d40f6363-b2e8-484c-b17c-352479187e7f,year,2025-04-27 23:44:22.419794,2009
d40f6363-b2e8-484c-b17c-352479187e7f,mileage,2025-04-27 23:44:32.419794,188514
d40f6363-b2e8-484c-b17c-352479187e7f,model,2025-04-27 23:44:39.419794,Model S
d40f6363-b2e8-484c-b17c-352479187e7f,fuel_type,2025-04-27 23:44:46.419794,Gas
53ee9af6-5dff-4402-9707-c6dc7a219ebf,postal_code,2025-04-27 23:43:54.419794,13781
53ee9af6-5dff-4402-9707-c6dc7a219ebf,vehicle_type,2025-04-27 23:44:00.419794,Bike
53ee9af6-5dff-4402-9707-c6dc7a219ebf,make,2025-04-27 23:44:09.419794,Specialized
53ee9af6-5dff-4402-9707-c6dc7a219ebf,year,2025-04-27 23:44:15.419794,2020
53ee9af6-5dff-4402-9707-c6dc7a219ebf,mileage,2025-04-27 23:44:23.419794,168347
53ee9af6-5dff-4402-9707-c6dc7a219ebf,bike_type,2025-04-27 23:44:28.419794,Electric Bike
53ee9af6-5dff-4402-9707-c6dc7a219ebf,bike_range,2025-04-27 23:44:33.419794,43
53ee9af6-5dff-4402-9707-c6dc7a219ebf,bike_repairs,2025-04-27 23:44:43.419794,Yes
10e745e6-e9f3-44ea-ae81-d163df7a5fb5,postal_code,2025-04-27 23:43:54.419794,88430
10e745e6-e9f3-44ea-ae81-d163df7a5fb5,vehicle_type,2025-04-27 23:44:00.419794,Truck
10e745e6-e9f3-44ea-ae81-d163df7a5fb5,make,2025-04-27 23:44:05.419794,Toyota
10e745e6-e9f3-44ea-ae81-d163df7a5fb5,year,2025-04-27 23:44:11.419794,2003
